Quarter,Ticker,Net Profit Margin %,Operating Margin %,EPS (Basic),P/E Ratio,Return on Equity,EBITDA Margin %,Debt to Equity Ratio,Current Ratio,Working Capital Turnover,USD Exchange Rate,FDI:GDP %,GDP Growth %,Sectoral IIP,Sectoral IIP (Growth Rate),Inflation,Interest Rate,Next Quarter Adj Close,Inter Quarter Gain %
Q3-17,TATAPOWER.ns,2.76,17.84,2.15,39.488,1.452,10.11,3.135,0.558,-0.443,64.729,1.18,6.67,131.767,8.509,4.555,6,70.20589447,-3.79
Q4-17,TATAPOWER.ns,15.139,20.65,5.08,17.52,8.022,11.482,2.764,0.545,-0.458,64.344,1.575,8.93,139.7,15.966,4.594,6,66.2335968,-5.66
Q1-18,TATAPOWER.ns,18.681,24.022,6.07,14.547,9.169,17.228,2.764,0.545,-0.424,66.99,2.6,7.56,139.7,8.323,4.791,6.25,69.4836731,4.91
Q2-18,TATAPOWER.ns,-0.536,24.263,1.13,65.973,-0.265,17.058,2.764,0.545,-0.427,70.152,2.065,6.49,137.3,6.655,3.854,6.5,59.75960922,-13.99
Q3-18,TATAPOWER.ns,-0.623,20.779,-0.37,-206.892,-0.322,13.154,2.764,0.545,-0.447,72.073,2.141,6.33,141.833,12.507,2.604,6.5,62.81835175,5.12
Q4-18,TATAPOWER.ns,-1.734,19.779,0.12,594.167,-0.746,12.889,2.679,0.737,-0.962,70.478,1.856,5.84,147.9,12.244,2.465,6.25,51.81601334,-17.51
Q1-19,TATAPOWER.ns,-0.127,29.475,0.46,147.391,-0.059,23.047,2.679,0.737,-1.033,69.546,3.369,5.39,140.2,0.358,3.072,5.75,54.44015503,5.06
Q2-19,TATAPOWER.ns,2.054,28.915,0.78,77.628,0.938,23.806,2.679,0.737,-1.021,70.429,2.064,4.61,132.8,-3.277,3.473,5.4,44.33051682,-18.57
Q3-19,TATAPOWER.ns,0.928,24.725,0.5,118.6,0.391,16.944,2.679,0.737,-0.941,71.228,2.618,3.28,136.933,-3.455,5.835,5.15,34.69551086,-21.73
Q4-19,TATAPOWER.ns,2.418,24.294,1.32,44.015,0.886,16.095,2.465,0.861,-1.729,72.384,2.877,3.01,136.433,-7.753,6.668,4.4,55.76912308,60.74
Q1-14,ULTRACEMCO.ns,10.488,52.121,22.86,88.677,3.655,16.93,0.408,1.455,2.017,59.797,1.956,8.02,117.9,5.803,7.85,8,2417.699951,-2.22
Q2-14,ULTRACEMCO.ns,7.266,50.78,15.1,160.321,2.42,11.671,0.408,1.455,1.927,60.606,2.088,8.7,114.733,5.389,6.675,8,3042.063721,25.82
Q3-14,ULTRACEMCO.ns,6.877,51.12,14.57,174.911,2.335,13.056,0.408,1.455,1.965,61.933,1.797,5.92,116.6,8.836,4.051,8,2895.595703,-4.81
Q4-14,ULTRACEMCO.ns,10.078,53.901,23.95,131.121,3.45,17.314,0.397,0.798,-2.932,62.238,2.345,7.11,118.567,0.339,5.272,7.5,2812.385742,-2.87
Q1-15,ULTRACEMCO.ns,9.611,53.122,22.01,121.404,3.171,15.882,0.397,0.798,-2.826,63.471,2.663,7.59,120.467,2.177,5.092,7.25,2734.028564,-2.79
Q2-15,ULTRACEMCO.ns,7.425,57.077,17.87,176.226,2.576,12.588,0.397,0.798,-2.973,64.975,1.915,8.03,117.533,2.44,3.949,6.75,2702.355225,-1.16
Q3-15,ULTRACEMCO.ns,9.425,52.369,20.61,140.034,2.976,15.509,0.397,0.798,-2.705,65.924,3.235,7.2,114.933,-1.429,5.339,6.75,3149.493896,16.55
Q4-15,ULTRACEMCO.ns,12.004,54.526,29.81,95.273,3.73,17.975,0.336,0.907,-6.288,67.504,2.531,9.09,125.2,5.595,5.259,6.75,3932.304688,24.86
Q1-16,ULTRACEMCO.ns,11.928,56.09,28.43,111.201,3.553,19.94,0.336,0.907,-6.029,66.891,1.33,8.68,126.467,7.601,5.667,6.5,3527.014893,-10.31
Q2-16,ULTRACEMCO.ns,10.749,54.685,22.38,166.139,2.796,18.276,0.336,0.907,-5.265,66.962,3.084,9.67,123.033,7.048,5.163,6.5,3694.48584,4.75
Q3-16,ULTRACEMCO.ns,10.021,52.665,21.67,183.789,2.706,15.925,0.336,0.907,-5.466,67.425,2.889,8.58,121.433,-3.009,3.749,6.25,4106.213379,11.14
Q4-16,ULTRACEMCO.ns,10.343,53.112,26.45,139.677,2.977,17.398,0.305,1.6,1.405,67.011,1.898,6.29,128.967,-7.683,3.569,6.25,3915.545166,-4.64
Q1-17,ULTRACEMCO.ns,12.764,55.141,32.67,130.057,3.681,20.875,0.305,1.6,1.408,64.458,2.079,6.11,128.733,1.792,2.202,6.25,4124.698242,5.34
Q2-17,ULTRACEMCO.ns,6.109,50.113,15.4,263.435,1.737,14.823,0.305,1.6,1.388,64.288,2.954,5.32,126.067,2.465,2.976,6,4077.405273,-1.15
Q3-17,ULTRACEMCO.ns,5.687,48.927,16.62,264.804,1.87,12.438,0.305,1.6,1.605,64.729,1.18,6.67,131.767,8.509,4.555,6,3674.43335,-9.88
Q4-17,ULTRACEMCO.ns,4.736,51.496,16.25,269.662,1.691,14.714,0.706,0.995,-174.04,64.344,1.575,8.93,139.7,15.966,4.594,6,4391.286621,19.51
Q1-18,ULTRACEMCO.ns,7.09,49.988,23.01,178.568,2.392,14.117,0.706,0.995,-164.422,66.99,2.6,7.56,139.7,8.323,4.791,6.25,3934.986084,-10.39
Q2-18,ULTRACEMCO.ns,3.847,47.177,12.47,336.311,1.349,10.163,0.706,0.995,-170.871,70.152,2.065,6.49,137.3,6.655,3.854,6.5,3764.635742,-4.33
Q3-18,ULTRACEMCO.ns,4.156,46.865,14.33,244.201,1.479,10.562,0.706,0.995,-173.464,72.073,2.141,6.33,141.833,12.507,2.604,6.5,4683.14209,24.4
Q4-18,ULTRACEMCO.ns,9.482,50.475,37.63,93.525,3.646,17.525,0.857,0.834,-4.228,70.478,1.856,5.84,147.9,12.244,2.465,6.25,3986.735596,-14.87
Q1-19,ULTRACEMCO.ns,11.866,53.804,44.01,104.903,4.258,22.011,0.857,0.834,-3.946,69.546,3.369,5.39,140.2,0.358,3.072,5.75,4200.980469,5.37
Q2-19,ULTRACEMCO.ns,6.016,50.144,20.08,216.479,2.041,14.587,0.857,0.834,-3.73,70.429,2.064,4.61,132.8,-3.277,3.473,5.4,4162.019531,-0.93
Q3-19,ULTRACEMCO.ns,6.868,50.544,24.68,167.877,2.507,14.18,0.857,0.834,-4.015,71.228,2.618,3.28,136.933,-3.455,5.835,5.15,3851.564697,-7.46
Q4-19,ULTRACEMCO.ns,30.16,54.405,112.43,39.279,8.301,18.317,0.55,0.888,-5.78,72.384,2.877,3.01,136.433,-7.753,6.668,4.4,3850.578369,-0.03
